,actualarrivaltime,actualdeparturetime,aircrafttype,destination,destinationCity,destinationName,diverted,estimatedarrivaltime,filed_airspeed_kts,filed_airspeed_mach,filed_altitude,filed_departuretime,filed_ete,filed_time,ident,origin,originCity,originName,route
6,1538587740,1538581734,A320,MMSD,"Los Cabos, Baja Calif",Los Cabos Int'l,,1538587740,458,,370,1538581800,01:40:00,1538582770,AAL532,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,STRRM1 TUS J92 HMO DASVU ENEKO ENEK1A
7,1538501640,1538495738,A320,MMSD,"Los Cabos, Baja Calif",Los Cabos Int'l,,1538501640,450,,231,1538495400,01:38:00,1538496856,AAL532,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,PXR162023 BNYRD STRRM1 TUS J92 OMSUX UT8 LMM UJ51 ENEKO ENEK1A
8,1538415990,1538409905,A320,MMSD,"Los Cabos, Baja Calif",Los Cabos Int'l,,1538415990,460,,350,1538409000,01:39:00,1538411062,AAL532,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,TOTEC176007 TUS J92 NOTOT J92 OMSUX UT8 LMM UJ51 ENEKO ENEK1A
9,1538333257,1538325766,B752,MMSD,"Los Cabos, Baja Calif",Los Cabos Int'l,,1538333257,454,,250,1538322600,01:39:00,1538328361,AAL532,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,STRRM1 TUS J92 OMSUX UT8 LMM UJ51 ENEKO ENEK1A
10,1538242164,1538236025,A320,MMSD,"Los Cabos, Baja Calif",Los Cabos Int'l,,1538242164,454,,262,1538236200,01:38:00,1538236994,AAL532,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,PXR173021 VYLLA J92 OMSUX UT8 LMM UJ51 ENEKO ENEK1A
11,1538155740,1538150125,A320,MMSD,"Los Cabos, Baja Calif",Los Cabos Int'l,,1538155740,452,,370,1538149800,01:42:00,1537939555,AAL532,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,STRRM1 TUS J92 OMSUX UT8 LMM UJ51 ENEKO ENEK1A
12,1538069160,1538063467,A320,MMSD,"Los Cabos, Baja Calif",Los Cabos Int'l,,1538069160,452,,370,1538063400,01:41:00,1537853144,AAL532,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,STRRM1 TUS J92 OMSUX UT8 LMM UJ51 ENEKO ENEK1A
13,1537982940,1537977164,A320,MMSD,"Los Cabos, Baja Calif",Los Cabos Int'l,,1537982940,453,,370,1537977000,01:33:00,1537766745,AAL532,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,STRRM1 TUS J92 OMSUX UT8 LMM UJ51 ENEKO ENEK1A
14,1537810192,1537803958,A320,MMSD,"Los Cabos, Baja Calif",Los Cabos Int'l,,1537810192,460,,350,1537804200,01:39:00,1537805009,AAL532,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,PXR155020 TUS J92 OMSUX UT8 OLULI UT8 LMM UJ51 ENEKO ENEK1A
0,0,0,B738,KJFK,"New York, NY",John F Kennedy Intl,,1539118200,390,,0,1539100920,04:48:00,1538889925,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,
1,0,0,B738,KJFK,"New York, NY",John F Kennedy Intl,,1539031800,455,,370,1539014520,04:48:00,1538803548,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO CNX MMB PER SGF J98 FAM J78 PXV BKW J42 MOL J24 HCM SAWED J121 SIE CAMRN4
2,0,1538928972,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538943900,457,,370,1538928120,04:08:00,1538929385,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA RSK J64 PUB OBH FOD KG75M DAFLU J70 LVZ LENDY6
3,1538843185,1538843185,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538858535,452,,350,1538841720,04:15:00,1538630793,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO ACH J231 LBL J134 VARNR J134 BUM KK54K KI57O ROD DJB JHW J70 LVZ LENDY6
4,1538770620,1538756274,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538770620,453,,370,1538755320,04:08:00,1538756727,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA RSK J64 PUB OBH FOD KG75M DAFLU J70 LVZ LENDY6
5,1538686824,1538670556,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538686824,456,,350,1538668920,04:39:00,1538457936,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO CNX KA30Y KF33C KK36E KM39G KK42I KK45K KI48M FLM AIR PSB MIP LVZ LENDY6
6,1538600400,1538585392,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538600400,455,,370,1538583180,04:37:00,1538371563,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 ABQ J18 SLN J24 MCI J80 VHP ROD DJB JHW J70 LVZ LENDY6
7,1538516572,1538497950,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538516572,463,,350,1538496780,05:14:00,1538499085,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,ECLPS1 PHASE ELP FST J86 IAH J2 LCH J138 SJI J37 MGM J40 TWINS J40 CHS J121 SIE CAMRN4
8,1538426291,1538411576,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538426291,455,,350,1538410380,04:17:00,1538412959,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA RSK J64 PUB GLD MCI SPI VHP ROD DJB JHW J70 LVZ LENDY6
9,1538340279,1538325664,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538340279,455,,350,1538325000,04:05:00,1538326703,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,INW198060 JARPA RSK J64 PUB OBH FOD KG75M DAFLU J70 LVZ LENDY6
10,1538253780,1538238877,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538253780,448,,370,1538237580,04:39:00,1538025953,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA RSK J64 PUB OBH FOD KG75M DAFLU J70 LVZ LENDY6
11,1538167247,1538152204,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538167247,446,,370,1538151180,04:32:00,1537939555,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA RSK J64 PUB OBH FOD KG75M DAFLU J70 LVZ LENDY6
12,1538083275,1538067647,B738,KJFK,"New York, NY",John F Kennedy Intl,,1538083275,451,,350,1538064780,04:39:00,1537853150,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,FORPE1 ABQ FTI J18 SLN J24 MCI J80 SPI VHP ROD DJB JHW J70 LVZ LENDY6
13,1537997501,1537982430,B738,KJFK,"New York, NY",John F Kennedy Intl,,1537997501,452,,350,1537978380,04:26:00,1537766744,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO KA33W KA39Y KK45A KK51E KK57I SPI VHP ROD DJB JHW J70 LVZ LENDY6
14,1537909893,1537894684,B738,KJFK,"New York, NY",John F Kennedy Intl,,1537909893,450,,370,1537891980,04:07:00,1537895649,AAL2339,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,FORPE1 ABQ FTI J18 GCK SPI VHP ROD DJB JHW J70 LVZ LENDY6
0,0,0,A320,MMPR,"Puerto Vallarta, Jalisco",Lic. Gustavo Diaz Ordaz Int'l,,1539109080,369,,0,1539100800,02:18:00,1538889925,AAL554,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,
1,0,0,A320,MMPR,"Puerto Vallarta, Jalisco",Lic. Gustavo Diaz Ordaz Int'l,,1539021640,456,,350,1539014400,02:04:00,1538803548,AAL554,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,STRRM1 TUS J92 VYLLA UT12 IRBAM UT12 CHX UJ12 CUL UJ7 MZT J141
2,0,1538928853,A320,MMPR,"Puerto Vallarta, Jalisco",Lic. Gustavo Diaz Ordaz Int'l,,1538936880,463,,330,1538928000,02:13:00,1538929265,AAL554,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,PXR111023 TUS J92 VYLLA UT12 CHX UJ5 DGO UJ37
3,1538851560,1538843641,A319,MMPR,"Puerto Vallarta, Jalisco",Lic. Gustavo Diaz Ordaz Int'l,,1538851560,465,,350,1538841600,02:11:00,1538844190,AAL554,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,PXR168024 TUS J92 VYLLA UT12 CHX UJ5 DGO UJ37
4,1538763360,1538755680,A320,MMPR,"Puerto Vallarta, Jalisco",Lic. Gustavo Diaz Ordaz Int'l,,1538763360,439,,310,1538755200,02:18:00,1538544379,AAL554,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,STRRM1 TUS J92 VYLLA UT12 CHX UJ12 CUL UJ7 MZT J141
5,1538676960,1538669296,A320,MMPR,"Puerto Vallarta, Jalisco",Lic. Gustavo Diaz Ordaz Int'l,,1538676960,458,,350,1538668800,02:07:00,1538457936,AAL554,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,STRRM1 TUS J92 VYLLA UT12 CHX UJ12 CUL UJ7 MZT J141
6,1538331000,1538323507,A319,MMPR,"Puerto Vallarta, Jalisco",Lic. Gustavo Diaz Ordaz Int'l,,1538331000,452,,370,1538323200,02:07:00,1538324580,AAL554,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,STRRM1 TUS J92 VYLLA UT12 CHX UJ12 CUL UJ7 MZT J141
7,1538244540,1538237200,A319,MMPR,"Puerto Vallarta, Jalisco",Lic. Gustavo Diaz Ordaz Int'l,,1538244540,447,,370,1538236800,02:05:00,1538238252,AAL554,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,TOTEC234013 MZT J141
0,0,0,,KJAX,"Jacksonville, FL",Jacksonville Intl,,1539019792,374,,0,1539010800,02:29:00,1538925036,EJA749,KBTV,"Burlington, VT",Burlington Intl,
1,0,0,,KBTV,"Burlington, VT",Burlington Intl,,1539005504,346,,0,1539001080,01:13:00,1538919506,EJA749,KCLE,"Cleveland, OH",Cleveland-Hopkins Intl,
2,0,0,CL30,KCLE,"Cleveland, OH",Cleveland-Hopkins Intl,,1538956080,452,,0,1538946360,02:42:00,1538859944,EJA749,KTEX,"Telluride, CO",Telluride Rgnl,
3,1538931692,1538928762,CL35,KTEX,"Telluride, CO",Telluride Rgnl,,1538931692,469,,350,1538933760,00:43:00,1538928974,EJA749,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA ETL
4,1538925107,1538921230,CL35,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538925107,477,,300,1538924400,00:50:00,1538921396,EJA749,KDNA,"Santa Teresa, NM",Dona Ana County Intl Jetport,EWM254033 DRRVR PINNG1
5,1538874362,1538869952,CL35,KDNA,"Santa Teresa, NM",Dona Ana County Intl Jetport,,1538874362,475,,0,1538869500,01:08:00,1538870198,EJA749,KACT,"Waco, TX",Waco Rgnl,SJT INK J4 EWM
6,1538861063,1538859120,CL35,KACT,"Waco, TX",Waco Rgnl,,1538861063,418,,180,1538859600,00:32:00,1538859373,EJA749,KSHV,"Shreveport, LA",Shreveport Rgnl,EMG261018
7,1538844207,1538840422,CL35,KSHV,"Shreveport, LA",Shreveport Rgnl,,1538844207,459,,400,1538838360,01:01:00,1538841055,EJA749,KECP,"Panama City, FL",Northwest Florida Beaches Intl,DEFUN CEW LBY
8,1538781312,1538778420,CL35,KECP,"Panama City, FL",Northwest Florida Beaches Intl,,1538781312,480,,310,1538778600,00:47:00,1538779108,EJA749,KBTR,"Baton Rouge, LA",Baton Rouge Metro,LSU079015 DEFUN
9,-1,-1,,KBHM,"Birmingham, AL",Birmingham-Shuttlesworth Intl,,-1,304,,0,1538774640,00:39:00,1538749791,EJA749,KECP,"Panama City, FL",Northwest Florida Beaches Intl,
10,1538773721,1538770019,CL35,KBTR,"Baton Rouge, LA",Baton Rouge Metro,,1538773721,464,,142,1538769600,01:04:00,1538770527,EJA749,KPDK,"Atlanta, GA",Dekalb-Peachtree,ATL307021 JAMMR MEI J22 MCB
11,-1,-1,CL35,KECP,"Panama City, FL",Northwest Florida Beaches Intl,,-1,438,,210,1538767800,00:42:00,1538743032,EJA749,KFTY,"Atlanta, GA",Fulton County ,SOTWO CSG EUF RRS
12,-1,-1,CL30,KIAD,"Washington, DC",Washington Dulles Intl,,-1,392,,0,1538766420,01:00:00,1538680242,EJA749,KSDF,"Louisville, KY",Louisville Intl,
13,-1,-1,CL35,KFTY,"Atlanta, GA",Fulton County ,,-1,166,,60,1538764200,00:07:00,1538751495,EJA749,KPDK,"Atlanta, GA",Dekalb-Peachtree,ATL
14,1538742349,1538739795,CL35,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538742349,438,,210,1538758800,00:33:00,1538740339,EJA749,KPDK,"Atlanta, GA",Dekalb-Peachtree,JNM309011 KUPPP JONZE2
0,0,0,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1539108360,351,,0,1539100620,02:09:00,1538889925,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,
1,0,0,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1539021960,455,,350,1539014220,02:09:00,1538803548,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
2,0,1538928630,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538935380,459,,350,1538927820,01:52:00,1538929149,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO CNX BGS GEEKY BOOVE4
3,1538849213,1538842520,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538849213,459,,370,1538841420,01:54:00,1538843070,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,ECLPS1 PHASE ELP J50 INK GEEKY BOOVE4
4,1538761818,1538755247,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538761818,457,,370,1538755020,01:48:00,1538755791,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
5,1538676600,1538670363,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538676600,456,,350,1538668620,01:47:00,1538671551,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
6,1538589840,1538583105,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538589840,454,,350,1538582220,02:08:00,1538371563,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
7,1538503380,1538496545,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538503380,458,,370,1538495820,02:08:00,1538285154,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
8,1538418463,1538411917,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538418463,439,,270,1538409420,02:12:00,1538198744,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
9,1538330210,1538323704,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538330210,456,,350,1538323020,01:51:00,1538324925,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
10,1538245013,1538238167,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538245013,454,,350,1538236620,01:53:00,1538239389,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
11,1538160223,1538152971,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538160223,454,,350,1538150220,02:11:00,1537939556,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
12,1538071140,1538064632,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1538071140,451,,350,1538063820,01:54:00,1537853144,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO TURKI VKTRY2
13,1537985228,1537978605,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1537985228,454,,350,1537977420,02:11:00,1537766745,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,ECLPS1 PHASE EWM J4 INK BGS GEEKY SOCKK3
14,1537898382,1537891951,A321,KDFW,"Dallas-Fort Worth, TX",Dallas-Fort Worth Intl,,1537898382,453,,350,1537891020,01:44:00,1537893150,AAL825,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,PAYSO106057 JSSUA BROAK1 MAXXO TXO TURKI VKTRY2
0,0,0,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1539112980,415,,0,1539099600,03:43:00,1538889925,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,
1,0,0,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1539025406,458,,330,1539013200,03:30:00,1538803548,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO IRW FSM ARG TAZZA FILPZ3
2,0,1538928554,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538941380,468,,330,1538926800,03:33:00,1538929136,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO CNX ABI FUZ TXK J52 ATL BESTT JONZE2
3,1538853759,1538840645,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538853759,460,,350,1538840400,03:38:00,1538841242,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,PXR069028 MAXXO TXO J72 SPS TXK J52 SUTTN J52 ATL BESTT JONZE2
4,1538767531,1538754867,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538767531,456,,330,1538754000,03:27:00,1538755562,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO CNX KF30A KM33G BNA TAZZA FILPZ3
5,1538680800,1538668020,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538680800,459,,350,1538667600,03:42:00,1538457936,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO IRW FSM ARG TAZZA FILPZ3
6,1538595696,1538583014,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538595696,460,,350,1538581080,03:31:00,1538584375,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,PXR060035 ABQ DANKS GNP KM36I BNA TAZZA FILPZ3
7,1538508029,1538495347,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538508029,454,,292,1538494680,03:35:00,1538497061,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,ABQ230116 IRW ARG BNA TAZZA FILPZ3
8,1538421240,1538408340,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538421240,459,,350,1538408280,03:29:00,1538198744,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,FORPE1 ABQ KK42A KK42G BNA TAZZA FILPZ3
9,1538334400,1538322005,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538334400,468,,310,1538321880,03:36:00,1538323461,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,FORPE1 ABQ DANKS GNP KM36I BNA TAZZA FILPZ3
10,1538248401,1538235688,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538248401,461,,330,1538235480,03:33:00,1538237160,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO CNX KF30A KM33G BNA TAZZA FILPZ3
11,1538161567,1538148845,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538161567,456,,330,1538149080,03:44:00,1537939555,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,FORPE1 ABQ KK42A KK42G BNA TAZZA FILPZ3
12,1538075700,1538062874,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538075700,453,,350,1538062680,03:49:00,1537853144,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO ACH J231 LBL J19 ICT SGF BNA TAZZA FILPZ3
13,1537989110,1537976599,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1537989110,456,,350,1537976280,03:37:00,1537766744,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,FORPE1 ABQ KK42A KK42G BNA TAZZA FILPZ3
14,1537902278,1537889948,A321,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1537902278,457,,350,1537889880,03:30:00,1537891281,AAL1696,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,BROAK1 MAXXO TXO J72 SPS TXK J52 ATL BESTT JONZE2
0,0,0,CRJ7,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1539113700,324,,0,1539108780,01:22:00,1538889925,SKW3041,KSLC,"Salt Lake City, UT",Salt Lake City Intl,
1,0,0,CRJ7,KSLC,"Salt Lake City, UT",Salt Lake City Intl,,1539105240,309,,0,1539100080,01:26:00,1538889925,SKW3041,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,
2,0,0,CRJ7,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1539027300,324,,0,1539022380,01:22:00,1538803548,SKW3041,KSLC,"Salt Lake City, UT",Salt Lake City Intl,
3,0,0,CRJ7,KSLC,"Salt Lake City, UT",Salt Lake City Intl,,1539018840,454,,340,1539013680,01:26:00,1538803548,SKW3041,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,QUAKY1 GCN BCE DELTA5
4,0,0,CRJ7,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538940900,450,,350,1538935980,01:22:00,1538717161,SKW3041,KSLC,"Salt Lake City, UT",Salt Lake City Intl,ARCHZ1 MLF CORKR TENTS BRUSR1
5,1538932620,1538928456,CRJ7,KSLC,"Salt Lake City, UT",Salt Lake City Intl,,1538932620,454,,340,1538927280,01:26:00,1538717161,SKW3041,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,QUAKY1 GCN BCE DELTA5
6,1538854380,1538850000,CRJ7,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538854380,449,,350,1538849580,01:22:00,1538630793,SKW3041,KSLC,"Salt Lake City, UT",Salt Lake City Intl,ZIONZ1 BCE CORKR TENTS BRUSR1
7,1538847060,1538842659,CRJ7,KSLC,"Salt Lake City, UT",Salt Lake City Intl,,1538847060,451,,340,1538840880,01:10:00,1538630793,SKW3041,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,QUAKY1 GCN BCE DELTA5
8,1538767200,1538762877,CRJ7,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538767200,456,,310,1538763180,01:22:00,1538544380,SKW3041,KSLC,"Salt Lake City, UT",Salt Lake City Intl,ARCHZ1 MLF CORKR TENTS BRUSR1
9,1538758430,1538754364,CRJ7,KSLC,"Salt Lake City, UT",Salt Lake City Intl,,1538758430,456,,340,1538754480,00:39:00,1538544380,SKW3041,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,QUAKY1 GCN BCE DELTA5
10,1538681460,1538677094,CRJ7,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538681460,449,,350,1538676780,01:15:00,1538457936,SKW3041,KSLC,"Salt Lake City, UT",Salt Lake City Intl,ZIONZ1 BCE CORKR TENTS BRUSR1
11,1538673660,1538669358,CRJ7,KSLC,"Salt Lake City, UT",Salt Lake City Intl,,1538673660,455,,340,1538668080,00:39:00,1538457936,SKW3041,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,QUAKY1 GCN BCE DELTA5
12,1538590860,1538590860,CRJ7,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538596238,452,,350,1538590380,01:22:00,1538371563,SKW3041,KSLC,"Salt Lake City, UT",Salt Lake City Intl,ARCHZ1 MLF BCE J11 CORKR TENTS BRUSR1
13,1538587560,1538583360,CRJ7,KSLC,"Salt Lake City, UT",Salt Lake City Intl,,1538587560,456,,340,1538581680,01:24:00,1538371563,SKW3041,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,QUAKY1 GCN BCE DELTA5
14,1538509020,1538504160,CRJ7,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538509020,451,,350,1538503980,01:22:00,1538285155,SKW3041,KSLC,"Salt Lake City, UT",Salt Lake City Intl,ZIONZ1 BCE CORKR TENTS BRUSR1
0,0,0,B738,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1539125940,370,,0,1539115140,03:00:00,1538889925,AAL372,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,
1,0,0,B738,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,,1539110220,404,,0,1539100320,02:45:00,1538889925,AAL372,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,
2,0,0,B738,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1539039540,370,,0,1539028740,03:00:00,1538803548,AAL372,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,
3,0,0,B738,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,,1539022267,452,,370,1539013920,02:26:00,1538803548,AAL372,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 YOOPR DVC SNY FSD SSWAN TORGY3
4,0,0,B738,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538953320,467,,380,1538942340,02:54:00,1538717160,AAL372,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,SCHEP9 ONL LBF ALS GUP EAGUL6
5,0,1538928382,B738,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,,1538936580,453,,370,1538927520,02:24:00,1538928840,AAL372,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA RSK J10 LBF ONL J114 FSD SSWAN TORGY3
6,1538871864,1538860585,B738,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538871864,467,,240,1538855940,02:59:00,1538860978,AAL372,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,ORSKY1 OVR LNK J146 GLD ALS J102 GUP EAGUL6
7,1538851981,1538841837,B738,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,,1538851981,429,,250,1538841120,02:30:00,1538842287,AAL372,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,MRBIL1 JARPA RSK J10 LBF ONL J114 FSD SSWAN TORGY3
8,1538780820,1538769624,B738,KPHX,"Phoenix, AZ",Phoenix Sky Harbor Intl,,1538780820,458,,360,1538769540,03:06:00,1538770012,AAL372,KMSP,"Minneapolis, MN",Minneapolis/St Paul Intl,GEP184032 LBF PUB J64 RSK INW EAGUL6
