IIN,Inter Island Airways,,Cape Verde
CAR,Inter RCA,QUEBEC ROMEO,Central African Republic
NTT,Inter Tropic Airlines,INTER-TROPIC,Sierra Leone
TCU,Inter Tropical Aviation,TROPAIR,Suriname
ITA,Inter-Air,CAFEX,United States
ICN,Inter-Canadian,INTER-CANADIAN,Canada
UGL,Inter-Island Air,UGLY VAN,United States
IMA,Inter-Mountain Airways,INTER-MOUNTAIN,United States
ITS,Inter-State Aviation,INTER-STATE,United States
ILN,Interair South Africa,INLINE,South Africa
NTE,Interaire,INTERMEX,Mexico
SUW,Interavia Airlines,ASTAIR,Russia
IVT,Interaviatrans,INTERAVIA,Ukraine
ICT,Intercontinental de Aviaci¨®n,CONTAVIA,Colombia
ICP,Intercopters,CHOPER,Spain
IFT,Interflight,INTERFLIGHT,United Kingdom
IJT,Interflight (Learjet),,United Kingdom
RFL,Interfly,INFLY,Italy
IFF,Interfreight Forwarding,INTERFREIGHT,Sudan
IGN,Interguide Air,DIVINE AIR,Nigeria
ISN,Interisland Airlines,TRI-BIRD,Philippines
IWY,Interisland Airways Limited,ISLANDWAYS,Turks and Caicos Islands
MTF,Interjet,INTERJET,Italy
IHE,Interjet Helicopters,INTERCOPTER,Greece
ITK,Interlink Airlines,INTERLINK,South Africa
IAK,International Air Cargo Corporation,AIR CARGO EGYPT,Egypt
EXX,International Air Corporation,EXPRESS INTERNATIONAL,United States
IAS,International Air Service,STARFLEET,United States
IAX,International Air Services,INTERAIR SERVICES,Liberia
IBZ,International Business Air,INTERBIZ,Sweden
IBY,International Business Aircraft,CENTRAL STAGE,United States
ICS,International Charter Services,INTERSERVI,Mexico
ICX,International Charter Xpress,INTEX,United States
RED,International Committee of the Red Cross,RED CROSS,Switzerland
IIG,"International Company for Transport, Trade and Public Works",ALDAWLYH AIR,Libya
IFX,International Flight Training Academy,IFTA,United States
IJA,International Jet Aviation Services,I-JET,United States
HSP,International Jet Charter,HOSPITAL,United States
RSQ,International SOS WIndhoek,SKYMEDIC,Namibia
ISF,International Stabilisation Assistance Force,,United Kingdom
THN,International Security Assistance Force,ATHENA,Canada
ITH,International Trans-Air,INTRANS NIGERIA,Nigeria
IPT,Interport Corporation,INTERPORT,United States
IKY,Intersky Bulgary,GENERAL SKY,Bulgaria
ISK,Intersky,INTERSKY,Austria
FWA,Interstate Airlines,FREEWAYAIR,Netherlands
ITU,Intervuelos,INTERLOS,Mexico
INV,Inversija,INVER,Latvia
IND,Iona National Airways,IONA,Ireland
IOA,Iowa Airways,IOWA AIR,United States
IRA,Iran Air,IRANAIR,Iran
IRC,Iran Aseman Airlines,ASEMAN,Iran
IRB,Iranair Tours,,Iran
IRG,Iranian Naft Airlines,NAFT,Iran
IAW,Iraqi Airways,IRAQI,Iraq
BIS,Irbis Air,IRBIS,Kazakhstan
IRL,Irish Air Corps,IRISH,Ireland
RDK,Irish Air Transport,IRISH TRANS,Ireland
XMR,Irish Aviation Authority,AUTHORITY,Ireland
MZA,Irtysh Air,IRTYSH AIRLINES,Kazakhstan
KCE,Irving Oil,KACEY,Canada
ISI,Island Air,ISLANDMEX,Mexico
ILF,Island Air Charters,ISLAND FLIGHT,United States
XYZ,Island Air Express,RAINBIRD,United States
ISA,Island Airlines,,United States
SOY,Island Aviation,SORIANO,Philippines
DQA,Island Aviation Services,,Maldives
IOM,Island Aviation and Travel,ISLE AVIA,United Kingdom
SDY,Island Express,SANDY ISLE,United States
MTP,Island Helicopters,METROCOPTER,United States
ILC,ILAS Air,,Japan
IAJ,Islandair Jersey,JARLAND,United Kingdom
,Islands Nationair,,Papua New Guinea
ICB,Icebird Airline,ICEBIRD,Iceland
ISW,Islas Airways,PINTADERA,Spain
IGS,Isle Grande Flying School,ISLA GRANDE,United States
ISV,Islena De Inversiones,,Honduras
IOS,Isles of Scilly Skybus,SCILLONIA,United Kingdom
IAI,Israel Aircraft Industries,ISRAEL AIRCRAFT,Israel
IAF,Israeli Air Force,,Israel
ISR,Israir,ISRAIR,Israel
IST,Istanbul Airlines,ISTANBUL,Turkey
ACL,Itali Airlines,SPADA,Italy
IFS,Italy First,RIVIERA,Italy
IKA,Itek Air,ITEK-AIR,Kyrgyzstan
IVS,Ivoire Aero Services,IVOIRE AERO,Ivory Coast
IVW,Ivoire Airways,IVOIRAIRWAYS,Ivory Coast
IJE,Ivoire Jet Express,IVOIRE JET,Ivory Coast
OIC,Iwamoto Crane Co Ltd,,Japan
IXR,Ixair,X-BIRD,France
IZM,Izair,IZMIR,Turkey
IZA,Izhavia,IZHAVIA,Russia
,Iceland Express,,Iceland
IMG,Imperial Cargo Airlines,IMPERIAL AIRLINES,Ghana
JTF,Jet Time,JETFIN,Finland
JTN,Jet Test International,JET TEST,United States
JGJ,Jinggong Jet,GLOBAL JINGGONG,China
JNY,Journey Aviation,UNIJET-ROCKBAND,United States
JKR,Justice Air Charter,JOKER,United States
JWD,Jayawijaya Dirgantara,,Indonesia
JSH,Jet-stream,STREAM AIR,Hungary
JCB,J C Bamford (Excavators),JAYSEEBEE,United Kingdom
RFX,J P Hunt?Air Carriers,REFLEX,United States
,J-Air,J AIR,Japan
JEX,JAL Express,JANEX,Japan
JAZ,JALways,JALWAYS,Japan
JDA,JDAviation,JAY DEE,United Kingdom
JDP,JDP Lux,RED PELICAN,Luxembourg
JHM,JHM Cargo Expreso,,Costa Rica
TQM,JM Family Aviation,TACOMA,United States
JMC,JMC Airlines,JAYEMMSEE,United Kingdom
,JSC Transport Automated Information Systems,,Russia
JSJ,JS Air,JS CHARTER,Pakistan
JES,JS Aviation,JAY-ESS AVIATION,Mexico
JCK,Jackson Air Services,JACKSON,Canada
JAE,Jade Cargo International,JADE CARGO,China
JAW,Jamahiriya Airways,JAW,Libya
JMB,Jambo Africa Airlines,JAMBOAFRICA,Democratic Republic of Congo
WWW,Janet,JANET,United States
FJX,Jet Sky Cargo and Air Charter,,Kenya
JAK,Jana-Arka,YANZAR,Kazakhstan
JAX,Janair,JANAIR,United States
JAC,Japan Air Commuter,COMMUTER,Japan
JSV,Japan Aircraft Service,,Japan
JAL,Japan Airlines,JAPANAIR,Japan
JAL,Japan Airlines Domestic,J-BIRD,Japan
JAA,Japan Asia Airways,ASIA,Japan
JTA,Japan Transocean Air,JAI OCEAN,Japan
JAT,JetSMART,ROCKSMART,Chile
JTY,Jatayu Airlines,JATAYU,Indonesia
JZR,Jazeera Airways,JAZEERA,Kuwait
JJA,Jeju Air,JEJU AIR,Republic of Korea
JNY,Jenney Beechcraft,JENAIR,United States
XLD,Jeppesen Data Plan,,United States
JPN,Jeppesen UK,JETPLAN,United Kingdom
JEA,OLT Express,JETA,Poland
JSI,Jet Air Group,SISTEMA,Russia
JAI,Jet Airways,JET AIRWAYS,India
,Jet Airways,,United States
JTX,Jet Aspen Air Lines,JET ASPEN,United States
PJS,Jet Aviation,JETAVIATION,Switzerland
BZF,Jet Aviation Business Jets,BIZFLEET,United States
JCF,Jet Center Flight Training,JET CENTER,Spain
JCT,Jet Charter,JET CHARTER,United States
JCX,Jet Connection,JET CONNECT,Germany
DWW,Jet Courier Service,DON JUAN,United States
JED,Jet East International,JET EAST,United States
JEI,Jet Executive International Charter,JET EXECUTIVE,Germany
RZA,Jet Fighter Flights,RAZOR,Australia
CFT,Jet Freighters,CASPER FREIGHT,United States
JGD,Jet G&D Aviation,JET GEE-AND-DEE,Israel
MJL,Jet Line International,MOLDJET,Moldova
JEK,Jet Link,JET OPS,Israel
HTL,Jet Link Aviation,HEARTLAND,United States
JNR,Jet Norte,JET NORTE,Mexico
JRN,Jet Rent,JET RENT,Mexico
JDI,Jet Story,JEDI,Poland
JSA,Jetstar Asia Airways,JETSTAR ASIA,Singapore
JSM,Jet Stream,JET STREAM,Moldova
JTC,Jet Trans Aviation,JETRANS,Ghana
JTT,Jet-2000,MOSCOW JET,Russia
OPS,Jet-Ops,OPS-JET,United Arab Emirates
EXS,Jet2.com,CHANNEX,United Kingdom
JFU,Jet4You,ARGAN,Morocco
OSW,JetAfrica Swaziland,BEVO,Swaziland
JBU,JetBlue Airways,JETBLUE,United States
JMG,JetMagic,JET MAGIC,Ireland
JMK,Jetmagic,,Malta
JAA,Jet Asia Airways,JET ASIA,Thailand
JAF,Jetairfly,BEAUTY,Belgium
JTL,Jetall Holdings,FIREFLY,Canada
JAG,Jetalliance,JETALLIANCE,Austria
JCS,Jetclub,JETCLUB,Switzerland
QNZ,Jetconnect,QANTAS JETCONNECT,New Zealand
UEJ,Jetcorp,JETCORP,United States
JCC,Jetcraft Aviation,JETCRAFT,Australia
JXA,Jetex Aviation,,Lebanon
JEF,Jetflite,JETFLITE,Finland
JFL,Jetfly Airlines,LINEFLYER,Austria
JIC,Jetgo International,JIC-JET,Thailand
JLX,Jetlink Express,KEN JET,Kenya
JLH,Jetlink Holland,,Netherlands
JNV,Jetnova de Aviaci¨®n Ejecutiva,JETNOVA,Spain
JPO,Jetpro,JETPRO,Mexico
MDJ,Jetran Air,JETRAN AIR,Romania
JRI,Jetrider International,JETRIDER,United Kingdom
JEJ,Jets Ejecutivos,MEXJETS,Mexico
JEP,Jets Personales,JET PERSONALES,Spain
JSE,Jets Y Servicios Ejecutivos,SERVIJETS,Mexico
JGO,JetsGo,JETSGO,Canada
JST,Jetstar Airways,JETSTAR,Australia
JJP,JetStar Japan,ORANGE LINER,Japan
JKT,Jetstar Hong Kong Airways,KAITAK,China
JXT,Jetstream Executive Travel,VANNIN,United Kingdom
RSP,JetSuite,REDSTRIPE,United States
JPQ,Jett Paqueteria,JETT PAQUETERIA,Mexico
JEC,Jett8 Airlines Cargo,TAIPAN,Singapore
JTG,Jettime,JETTIME,Denmark
JTN,Jettrain Corporation,JETTRAIN,United States
JWY,Jetways of Iowa,JETWAYS,United States
JXX,JetX Airlines,JETBIRD,Iceland
JIB,Jibair,JIBAIRLINE,Djibouti
JSW,Jigsaw Project,JIGSAW,United Kingdom
HKN,Jim Hankins Air Service,HANKINS,United States
RAS,Jim Ratliff Air Service,SHANHIL,United States
JDG,Joanas Avialinijos,LADYBLUE,Lithuania
JBR,Job Air,JOBAIR,Czech Republic
JHN,Johnson Air,AIR JOHNSON,United States
JON,Johnsons Air,JOHNSONSAIR,Ghana
JMJ,Johnston Airways,JOHNSTON,United States
JMM,Joint Military Commission,JOICOMAR,Sudan
JMT,Jomartaxi Aereo,JOMARTAXI,Mexico
ODI,"Jonsson, H Air Taxi",ODINN,Iceland
JAV,Jordan Aviation,JORDAN AVIATION,Jordan
JCI,Jordan International Air Cargo,,Jordan
JVK,Jorvik,ISLANDIC,Iceland
ENZ,Jota Aviation,ENZO,United Kingdom
JNJ,Journey Jet,JOURNEY JET,Thailand
JUR,Ju-Air,JUNKERS,Switzerland
JFS,Juanda Flying School,JAEMCO,Indonesia
JUC,Juba Cargo Services & Aviation Company,JUBA CARGO,Sudan
JUB,Jubba Airways,JUBBA,Somalia
DKE,Jubilee Airways,DUKE,United Kingdom
DKH,Juneyao Airlines,JUNEYAO AIRLINES,China
MEY,Justair Scandinavia,MELODY,Sweden
DOJ,Justice Prisoner and Alien Transportation System,JUSTICE,United States
JNL,JetNetherlands,JETNETHERLANDS,Netherlands
JFA,Jetfly Aviation,MOSQUITO,Luxembourg
KCH,KC International Airlines,CAM AIR,Cambodia
KHK,Kharkiv Airlines,SUNRAY,Ukraine
KGZ,Kyrgyz Airlines,BERMET,Kyrgyzstan
KDC,K D Air Corporation,KAY DEE,Canada
KSA,K S Avia,SKY CAMEL,Latvia
KMI,K-Mile Air,KAY-MILE AIR,Thailand
KLS,Kalstar Aviation,KALSTAR,Indonesia
KNI,KD Avia,KALININGRAD AIR,Russia
KLC,KLM Cityhopper,CITY,Netherlands
KLH,KLM Helicopter,KLM HELI,Netherlands
KLM,KLM,KLM,Netherlands
QNK,Kabo Air,KABO,Nigeria
KMC,Kahama Mining Corporation,KAHAMA,Tanzania
KAI,Kaiser Air,KAISER,United States
CKS,Kalitta Air,CONNIE,United States
KFS,Kalitta Charters,KALITTA,United States
KFS,Kalitta Charters II,KALITTA,United States
KES,Kallat El Saker Air Company,KALLAT EL SKER,Libya
KMF,Kam Air,KAMGAR,Afghanistan
KMP,Kampuchea Airlines,KAMPUCHEA,Cambodia
KIZ,Kanaf-Arkia Airlines,,Israel
KHE,Kanfey Ha'emek Aviation,KANFEY HAEMEK,Israel
KSU,Kansas State University,K-STATE,United States
AKT,Karat,AVIAKARAT,Russia
KRB,Karibu Airways Company,KARIBU AIR,Tanzania
KLG,Karlog Air Charter,KARLOG,Denmark
KAJ,Karthago Airlines,KARTHAGO,Tunisia
KAE,Kartika Airlines,KARTIKA,Indonesia
KTV,Kata Transportation,KATAVIA,Sudan
KTK,Katekavia,KATEKAVIA,Russia
KAT,Kato Airline,KATO-AIR,Norway
MVD,Kavminvodyavia,AIR MINVODY,Russia
XKA,Kavouras Inc,,United States
KRN,Kaz Agros Avia,ANTOL,Kazakhstan
KAW,Kaz Air West,KAZWEST,Kazakhstan
KAO,Kazan Aviation Production Association,KAZAVAIA,Russia
KPH,Kazan Helicopters,KAMA,Russia
KKA,Kazavia,KAKAIR,Kazakhstan
KZS,Kazaviaspas,SPAKAZ,Kazakhstan
JFK,Keenair Charter?-,KEENAIR,United Kingdom
KLX,Kelix Air,KELIX,Nigeria
FKL,Kelner Airways,KELNER,Canada
KFA,Kelowna Flightcraft Air Charter,FLIGHTCRAFT,Canada
KDA,Kendell Airlines,KENDELL,Australia
KEN,Kenmore Air,KENMORE,United States
KBA,Kenn Borek Air,BOREK AIR,Canada
KAH,Kent Aviation,DEKAIR,Canada
KQA,Kenya Airways,KENYA,Kenya
KVS,Kevis,KEVIS,Kazakhstan
KEY,Key Airlines,KEY AIR,United States
LYM,Key Lime Air,KEY LIME,United States
FTP,Keystone Aerial Surveys,FOOTPRINT,United States
KEE,Keystone Air Service,KEYSTONE,Canada
KZW,Khalifa Airways,KHALIFA AIR,Algeria
WKH,Kharkov Aircraft Manufacturing Company,WEST-KHARKOV,Ukraine
KHR,Khazar,KHAZAR,Turkmenistan
KHP,Khoezestan Photros Air Lines,PHOTROS AIR,Iran
KRV,Khoriv-Avia,KHORIV-AVIA,Ukraine
KHO,Khors Aircompany,AIRCOMPANY KHORS,Ukraine
KHY,Khyber Afghan Airlines,KHYBER,Afghanistan
UAK,Kiev Aviation Plant,AVIATION PLANT,Ukraine
KNG,King Aviation,KING,United Kingdom
BEZ,Kingfisher Air Services,SEA BREEZE,United States
KFR,Kingfisher Airlines,KINGFISHER,India
KNX,Knighthawk Air Express,KNIGHT FLIGHT,Canada
KAS,Kingston Air Services,KINGSTON AIR,Canada
KIP,Kinnarps,KINNARPS,Sweden
KNS,Kinshasa Airways,KINSHASA AIRWAYS,Democratic Republic of the Congo
KTA,Kirov Air Enterprise,VYATKA-AVIA,Russia
IRK,Kish Air,KISHAIR,Iran
KHA,Kitty Hawk Aircargo,AIR KITTYHAWK,United States
KHC,Kitty Hawk Airways,CARGO HAWK,United States
KIA,Kiwi International Air Lines,KIWI AIR,United States
KRA,Kiwi Regional Airlines,REGIONAL,New Zealand
KNA,Knight Air,KNIGHTAIR,Canada
KHX,Knighthawk Express,RIZZ,United States
KGT,Knights Airlines,KNIGHT-LINER,Nigeria
KOA,Koanda Avacion,KOANDA,Spain
OYE,Koda International,KODA AIR,Nigeria
KGL,Kogalymavia Air Company,KOGALYM,Russia
KOM,Kom Activity,COMJET,Netherlands
KMA,Komiaviatrans State Air Enterprise,KOMI AVIA,Russia
KMV,Komiinteravia,KOMIINTER,Russia
KNM,Komsomolsk-on-Amur Air Enterprise,KNAAPO,Russia
KOB,Koob-Corp - 96 KFT,AUTOFLEX,Hungary
KAL,Korean Air,KOREANAIR,South Korea
KMG,Kosmas Air,KOSMAS CARGO,Serbia
KSM,Kosmos,KOSMOS,Russia
KOS,Kosova Airlines,KOSOVA,Serbia
WOK,Kovar Air,WOKAIR,Czech Republic
KJC,Krasnojarsky Airlines,KRASNOJARSKY AIR,Russia
KFC,Kremenchuk Flight College,KREMENCHUK,Ukraine
KRG,Krimaviamontag,AVIAMONTAG,Ukraine
KRO,Kroonk Air Agency,KROONK,Ukraine
KRI,Krylo Airlines,Krylo,Russia
KYM,Krym,CRIMEA AIR,Ukraine
OPC,Krystel Air Charter,OPTIC,United Kingdom
KIL,Kuban Airlines,AIR KUBAN,Russia
KPA,Kunpeng Airlines,KUNPENG,China
KZA,Kurzemes Avio,,Russia
KBV,Kustbevakningen,SWECOAST,Sweden
KAC,Kuwait Airways,KUWAITI,Kuwait
KZU,Kuzu Airlines Cargo,KUZU CARGO,Turkey
QVR,Kvadro Aero,PEGASO,Kyrgyzstan
KWN,Kwena Air,KWENA,South Africa
KGZ,Kyrgyz Airlines,BERMET,Kyrgyzstan
KTC,Kyrgyz Trans Avia,DINARA,Kyrgyzstan
LYN,Kyrgyzstan,ALTYN AVIA,Kyrgyzstan
KGA,Kyrgyzstan Airlines,KYRGYZ,Kyrgyzstan
DAM,Kyrgyzstan Department of Aviation,FLIGHT RESCUE,Kyrgyzstan
KGB,Kyrgz General Aviation,KEMIN,Kyrgyzstan
KEW,Keewatin Air,BLIZZARD,Canada
AOE,Livingstone Executive,LIVINGSTONE AIR,Italy
LZF,Lease Fly,SKYLEASE,Portugal
LBR,Lepl Project Limited?(Air Costa),,India
LHB,Liebherr Geschaeftreiseflugzeug,FAMILY,Germany
LLD,Lloyd Aviation,,Venezuela
LGA,Logistic Air,LOGAIR,Malaysia
LGC,Legacy Air,LEGACY AIR,Thailand
JKA,LeTourneau University,JACKET,United States
LTY,Liberty Air,SKYDECK,Netherlands
LWL,Lowlevel,CUB DRIVER,Portugal
LAX,Laminar Air,,Spain
LWA,Libyan Wings,LIBYAN WINGS,Libya
LCT,TAR Aerolineas,TAR,Mexico
LYB,Lynden Air Cargo,HIGHLANDS,Papua New Guinea
LAH,L A Helicopter,STAR SHIP,United States
LJY,L J Aviation,ELJAY,United States
LRB,L R Airlines,LADY RACINE,Czech Republic
PHO,L&L Flygbildteknik,PHOTOFLIGHT,Sweden
LEX,L'Express Airlines,LEX,United States
FNT,L-3 Communications Flight International Aviation,FLIGHT INTERNATIONAL,United States
LAB,L.A.B. Flying Service,LAB,United States
LRC,LACSA,LACSA,Costa Rica
LDE,LADE - L¨ªneas A¨¦reas Del Estado,LADE,Argentina
BNX,LAI - L¨ªnea A¨¦rea IAACA,AIR BARINAS,Venezuela
LAN,LATAM Chile,LAN CHILE,Chile
DSM,LATAM Argentina,LAN AR,Argentina
LCO,LATAM Cargo Chile,LAN CARGO,Chile
ARE,LATAM Colombia,LAN COLOMBIA,Colombia
LAP,LATAM Paraguay,PARAGUAYA,Paraguay
LNC,LAN Dominicana,LANCANA,Dominican Republic
LXP,LATAM Express,LANEX,Chile
LPE,LATAM Peru,LANPERU,Peru
,LANICA,,Nicaragua
LSA,LANSA,INTERNACIONAL,Dominican Republic
APT,"LAP Colombia - L¨ªneas A¨¦reas Petroleras, S.A.",LAP,Colombia
OTN,LASTP,LASTP,S?o Tom¨¦ and Pr¨ªncipe
LCB,LC Busre,BUSRE,Peru
,L¨ªnea A¨¦rea Cuencana,,Ecuador
LOT,LOT Polish Airlines,POLLOT,Poland
JKA,LeTourneau University,JACKET,United States
LTE,LTE International Airways,FUN JET,Spain
LTO,LTU Austria,BILLA TRANSPORT,Austria
LTU,LTU International,LTU,Germany
JFC,LTV Jet Fleet Corporation,JET-FLEET,United States
LUK,LUKoil-Avia,LUKOIL,Russia
ASK,La Ronge Aviation Services,AIR SASK,Canada
LVT,La Valenciana Taxi A¨¦reo,TAXIVALENCIANA,Mexico
SKQ,Labcorp,SKYLAB,United States
LAL,Labrador Airways,LAB AIR,Canada
JEV,Lagun Air,,Spain
HCA,Lake Havasu Air Service,HAVASU,United States
LKL,Lakeland Aviation,LAKELAND,United States
LKR,Laker Airways,LAKER,United States
LBH,Laker Airways (Bahamas),LAKER BAHAMAS,United States
LMR,Lamra,LAMAIR,Sudan
TCR,Lanaes Aereas Trans Costa Rica,TICOS,Costa Rica
ISL,Landsflug,ISLANDIA,Iceland
PAP,Langtry Flying Group,PROFLIGHT,United Kingdom
LKN,Lankair,Lankair,Sri Lanka
RLN,Lankan Cargo,AERO LANKA,Sri Lanka
LZA,Lanza Air,AEROLANZA,Spain
LZT,Lanzarote Aerocargo,BARAKA,Spain
LLL,Lao Skyway,LAVIE,Lao People's Democratic Republic
LAO,Lao Airlines,LAO,Lao People's Democratic Republic
LKA,Lao Capricorn Air,NAKLOA,Lao People's Democratic Republic
LPN,Laoag International Airlines,LAOAG AIR,Philippines
LRD,Laredo Air,LAREDO AIR,United States
LTC,LatCharter,LATCHARTER,Latvia
LAF,Latvian Air Force,LATVIAN AIRFORCE,Latvia
LDA,Lauda Air,LAUDA AIR,Austria
LDM,LaudaMotion,LAUDA MOTION,Austria
LDI,Lauda Air Italy,LAUDA ITALY,Italy
LEP,Laughlin Express,LAUGHLIN EXPRESS,United States
LSU,Laus,LAUS AIR,Croatia
LAR,Lawrence Aviation,LAWRENCE,United States
LAY,Layang-Layang Aerospace,LAYANG,Malaysia
LPL,Lease-a-Plane International,LEASE-A-PLANE,United States
LAQ,Lebanese Air Transport,LAT,Lebanon
LAT,Lebanese Air Transport?(charter),LEBANESE AIR,Lebanon
LAD,Lebanon Airport Development Corporation,LADCO-AIR,United States
LEB,Lebap,LEBAP,Turkmenistan
LCA,Leconte Airlines,LECONTE,United States
LIA,Leeward Islands Air Transport,LIAT,Antigua and Barbuda
LGD,Legend Airlines,LEGENDARY,United States
LWD,Leisure Air,LEISURE WORLD,United States
LEN,Lentini Aviation,LENTINI,United States
LOR,Leo-Air,LEO CHARTER,South Africa
LEL,Leonsa De Aviaci¨®n,LEONAVIA,Spain
LVL,Level,LEVEL,Spain and France
LYW,Libyan Airlines,LIBYAN AIRWAYS,Libya
LAA,Libyan Arab Airlines,LIBAIR,Libya
LCR,Libyan Arab Air Cargo,LIBAC,Libya
LIQ,Lid Air,,Sweden
LCG,Lignes Aeriennes Congolaises,CONGOLAISE,Democratic Republic of the Congo
LKD,Lignes Aeriennes Du Tchad,LATCHAD,Chad
LME,Lignes Mauritaniennes Air Express,LIMAIR EXPRESS,Mauritania
GCB,Lignes Nationales Aeriennes - Linacongo,LINACONGO,Republic of the Congo
GDQ,Lincoln Air National Guard,,United States
LRT,Lincoln Airlines,,Australia
LSY,Lindsay Aviation,LINDSAY AIR,United States
NOT,L¨ªnea A¨¦rea Costa Norte,COSTA NORTE,Chile
LMC,L¨ªnea A¨¦rea Mexicana de Carga,LINEAS DECARGA,Mexico
LNP,L¨ªnea A¨¦rea SAPSA,SAPSA,Chile
NEG,L¨ªnea A¨¦rea de Fumig Aguas Negras,AGUAS NEGRAS,Chile
LER,L¨ªnea A¨¦rea de Servicio Ejecutivo Regional,LASER,Venezuela
LSE,L¨ªnea De Aeroservicios,,Chile
TUY,L¨ªnea Tur¨ªstica Aereotuy,AEREOTUY,Venezuela
ALR,L¨ªneas A¨¦reas Alaire S.L.,AEROLAIRE,Spain
LCD,L¨ªneas A¨¦reas Azteca,LINEAS AZTECA,Mexico
LCN,L¨ªneas A¨¦reas Canedo?LAC,CANEDO,Bolivia
LCM,L¨ªneas A¨¦reas Comerciales,LINEAS COMERCIALES,Mexico
EDD,L¨ªneas A¨¦reas Ejectuivas De Durango,LINEAS DURANGO,Mexico
EDR,L¨ªneas A¨¦reas Eldorado,ELDORADRO,Colombia
FED,L¨ªneas A¨¦reas Federales,FEDERALES,Argentina
LMN,L¨ªneas A¨¦reas Monarca,LINEAS MONARCA,Mexico
LIJ,L¨ªneas A¨¦reas San Jose,LINEAS JOSE,Mexico
UMA,L¨ªneas A¨¦reas del Humaya,HUMAYA,Mexico
LEC,Linex,LECA,Central African Republic
SMS,Linhas A¨¦reas Santomenses,SANTOMENSES,S?o Tom¨¦ and Pr¨ªncipe
LAM,Linhas A¨¦reas de Mo?ambique,MOZAMBIQUE,Mozambique
LAW,Link Airways of Australia,,Australia
WGT,Lion Air Services,WORLDGATE,United Kingdom
LNI,Lion Mentari Airlines,LION INTER,Indonesia
LEU,Lions-Air,LIONSAIR,Switzerland
LYF,Lithuanian Air Force,LITHUANIAN AIRFORCE,Lithuania
LRA,Little Red Air Service,LITTLE RED,Canada
LVG,Livingston Energy Flight,LIVINGSTON,Italy
LLB,Lloyd A¨¦reo Boliviano,LLOYDAEREO,Bolivia
LNA,Lnair Air Services,ELNAIR,Spain
XLG,Lockheed Air Terminal,,United States
LAC,Lockeed Aircraft Corporation,LOCKHEED,United States
XDD,Lockheed DUATS,,United States
CBD,Lockheed Martin Aeronautics,CATBIRD,United States
LNG,Lockheed Martin Aeronautics Company,LIGHTNING,United States
LOG,Loganair,LOGAN,United Kingdom
CLV,Lom Praha Flying School,AEROTRAINING,Czech Republic
LMS,Lomas Helicopters,LOMAS,United Kingdom
LCY,London City Airport Jet Centre,LONDON CITY,United Kingdom
LNX,London Executive Aviation,LONEX,United Kingdom
LOV,London Flight Centre (Stansted),LOVEAIR,United Kingdom
LHC,London Helicopter Centres,MUSTANG,United Kingdom
LSS,Lone Star Airlines,LONE STAR,United States
ORA,Long Island Airlines,LONG ISLAND,United States
LGT,Longtail Aviation,LONGTAIL,Bermuda
LRR,Lorraine Aviation,LORRAINE,France
LSC,Los Cedros Aviaci¨®n,CEDROS,Chile
TAS,Lotus Air,LOTUS FLOWER,Egypt
LTW,Luchtvaartmaatschappij Twente,TWENTAIR,Netherlands
LKE,Lucky Air,LUCKY AIR,China
LUT,Luft Carago,LUGO,South Africa
LVD,Luftfahrt-Vermietungs-Dienst,AIR SANTE,Austria
LGW,Luftfahrtgesellschaft Walter,WALTER,Germany
DLH,Lufthansa,LUFTHANSA,Germany
GEC,Lufthansa Cargo,LUFTHANSA CARGO,Germany
CLH,Lufthansa CityLine,HANSALINE,Germany
,Lufthansa Systems,,Germany
LHT,Lufthansa?Technik,LUFTHANSA TECHNIK,Germany
LTF,Lufttaxi Fluggesellschaft,Garfield,Germany
LTR,Lufttransport,LUFT TRANSPORT,Norway
LHS,Luhansk,ENTERPRISE LUHANSK,Ukraine
UNY,Lund University School of Aviation,UNIVERSITY,Sweden
LGL,Luxair,LUXAIR,Luxembourg
LXA,Luxaviation,RED LION,Luxembourg
LUV,Luxembourg Air Rescue,LUX RESCUE,Luxembourg
LFE,Luxflight Executive,LUX EXPRESS,Luxembourg
LXO,Luxor Air,,Egypt
LUZ,Luzair,LISBON JET,Portugal
UKW,Lviv Airlines,UKRAINE WEST,Ukraine
LYD,Lydd Air,LYDDAIR,United Kingdom
LCH,Lynch Flying Service,LYNCH AIR,United States
LYC,Lynden Air Cargo,LYNDEN,United States
LXF,Lynx Air International,LYNX FLIGHT,United States
LYX,Lynx Aviation,LYNX AIR,Pakistan
SSX,Lynx Aviation,SHASTA,United States
AZN,L¨ªnea A¨¦rea Amaszonas,,Bolivia
LPR,L¨ªneas A¨¦reas Privadas Argentinas,LAPA,Argentina
LAU,L¨ªneas A¨¦reas Suramericanas,SURAMERICANO,Colombia
SNG,LongJiang Airlines,SNOW EAGLE,China
JNA,Jin Air,JIN AIR,South Korea
DQA,Maldivian (airline),SKYSURFER,Maldives
MMH,McMahon Helicopter,NIGHT RIDER,United States
HOG,Mahogany Air Charters,HOGAN AIR,Zambia
MTS,Med Jets,,Mexico
MSF,Minsheng International Jet,MEINSHENG,China
MXS,Millon Express,MILLON EXPRESS,United States
MHF,Maritime Helicopters,AIR MARITIME,United States
MWM,Modern Transporte Aereo De Carga,MODERNAIR,Brazil
MSJ,Magnum Air,MAGNUM AIR,Philippines
MWI,Malawian Airlines 2014,MALAWIAN,Malawi
